,title,label
329,Inside the Conservative Push for States to Amend the Constitution - The New York Times,0
330,Donald Trump Tells N.R.A. Hillary Clinton Wants to Let Violent Criminals Go Free - The New York Times,0
331,"Pope Francis, Trump, Japan: Your Tuesday Briefing - The New York Times",0
332,#MayorsStand4All Day Touts Support for Illegal Immigrants,0
333,Trump’s campaign for celebrity,1
334,Democrats Drag Out Jeff Sessions’ Confirmation Fight - Breitbart,0
335,"BREAKING NEWS: Podesta Brothers Pedo Ring: MR. TRUMP, DRAIN THE SWAMP!! — V, The Guerrilla Economist",1
336,Las frases más destacadas del debate de investidura,1
337,Confusing Jihad with Hirabah Won't Build a More Peaceful World,1
338,Lazy Liberal Journalists Smear Bannon,1
339,"Australia Will Close Detention Center on Manus Island, but Still Won’t Accept Asylum Seekers - The New York Times",0
340,Politico: Hillary Clinton Is Running Again - Breitbart,0
341,"Giant Lynx Makes The Most Adorable Sound, Whenever His Human Rubs His Face",1
342,Minnesota Cop Found Not Guilty in Philando Castile Shooting Trial,0
343,115 Million Americans Killed In 30 Minutes,1
344,Wayne Madsen: The CIA Has Always Served the Interests of Wall Street,1
345,November 10: Daily Contrarian Reads,1
346,"FLASHBACK - Reports: Obama’s 2008 Campaign Reps Talked with Iran, Hamas",0
347,LesserOfTwoEvilism,1
348,Another powerful earthquake strikes central Italy,1
349,Aya Cash: The First Time I Ate a Vegetable (I Was 22) - The New York Times,0
350,Trump Adviser Says Israeli Settlements ‘Not Illegal’,1
351,"Serena Williams Prevails in Opener, No Problem - The New York Times",0
352,’Soul Man’ Sam Moore ’Honored’ to Perform at Trump inauguration,0
353,Will Ferrell Just Came Back As Bush To Destroy Trump (VIDEO),1
354,Chinese Government Not Concerned with Tough Talk from Trump Cabinet - Breitbart,0
355,Billionaire Is Reported Seized From Hong Kong Hotel and Taken Into China - The New York Times,0
356,Easy to know what is up - link,1
357,A Homebody Finds the Ultimate Home Office - The New York Times,0
358,Ann Coulter Unloads on Paul Ryan’s ’Deeply Unpopular’ Obamacare 2.0 Bill - Breitbart,0
359,Transgender Bathroom Debate Turns Personal at a Vermont High School - The New York Times,0
360,Why Obama And Hillary Wanted Libya’s Gaddafi Toppled And Killed,1
361,How NATO Is Trying to Sabotage the Turkey-Russia Reset - M.K. Bhadrakumar,1
362,"ALERT: Former Soros Associate Just Warned The Pros Have It Wrong, Gold & Silver Will Skyrocket Like The 1970s",1
363,Beauty Queen Told To Lose Weight Quits Pageant - The Onion - America's Finest News Source,1
364,Is Hillary Panicking Over the FBI and Weiner Emails?,1
365,"In 77 Chaotic Minutes, Trump Defends ‘Fine-Tuned Machine’ - The New York Times",0
366,One Police Shift: Patrolling an Anxious America - The New York Times,0
367,Fighting Ghost Fascists While Aiding Real Ones,1
368,"Your Monday Evening Briefing: Brexit, Abortion, ‘Game of Thrones’ - The New York Times",0
369,"EU Increases ‘Brexit Bill’ Demand to €100 Billion, Up From €60 Billion",0
370,Arianna Huffington’s Sleep Revolution Starts at Home - The New York Times,0
371,"Путин рассказал, когда в Крыму решат проблему с пресной водой",1
372,IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,1
373,Sonoma County California Just Voted to Create the Largest GMO Free Zone in America,1
374,"FBI’s Comey: WikiLeaks Is ‘Intelligence Porn,’ Not Journalism - Breitbart",0
375,Clare Waight Keller Is Named First Female Designer of Givenchy - The New York Times,0
376,Realities Faced by Black Canadians are a National Shame,1
377,Top NFL Draft Prospect Caleb Brantley Charged With Punching a Woman in the Face - Breitbart,0
378,Videos on the Pacific Crest Trail Association and the LaVoy Finicim MURDER,1
379,12 Life Lessons from a Man Who’s Seen 12000 Deaths,1
380,Trump and G.O.P. Work to Win Repeal of Obama’s Health Act - The New York Times,0
381,Atlantic’s Goldberg: I’m ‘Not Confident’ Trump Can Handle ‘Matters of Life and Death’ - Breitbart,0
382,Why this Orthodox rabbi supports Trump,1
383,"Nuclear tensions between US, Russia reach ‘dangerous’ point",1
384,"Geo-Engineering Unlikely to Work, Conservation Group Says",1
385,Gambia Joins South Africa and Burundi in Exodus from International Criminal Court,1
386,Peyton Manning Golfed with President Trump on Sunday,0
387,Obama Urges Donald Trump to Send ‘Signals of Unity’ to Minority Groups and Women - The New York Times,0
388,Russian companies to be unable to use LinkedIn services — company - Russia News Now,1
389,‘It’s Like a Miracle’: Woman Gives Birth Using Ovary Frozen Since Childhood - The New York Times,0
390,"UConn’s Recipe for Success Is to Run, Run and Run Some More - The New York Times",0
391,"IOM says 5,238 refugees have died worldwide in 2016",1
392,Assange ‘finally afforded opportunity’ to give statement over rape accusation,1
393,Hillary’s Puppet Shows Just How Much Hillary Cares About God With Omission of 2 Words,1
394,"The Stock Market Has Gone So High, It’s a Problem - The New York Times",0
395,John Kerry Rejects Suggestions of U.S. Involvement in Turkey Coup - The New York Times,0
396,Trump Aide Stephen Miller: The U.S. ’Has an Absolute Sovereign Right to Determine Who Can and Cannot Enter the Country’ - Breitbart,0
397,4-year old Russian girl speaks 7 languages. How did she do this?,1
398,This Powerful Corporate Lobby Is Quietly Backing Hillary — and Nobody’s Talking About It,1
399,Controversial DNA search helps nab the 'Grim Sleeper' serial killer,1
400,Maintaining a Sunny Spirit in the Face of Hardship - The New York Times,0
401,Rush Limbaugh: Comey Firing an ’Epic Troll’ by Trump on Dems - Breitbart,0
402,Twitter Sues the Government to Block the Unmasking of an Account Critical of Trump - The New York Times,0
403,"Warriors, Resilient at Home, Cruise Against the Cavaliers - The New York Times",0
404,Comey Letter on Clinton Email Is Subject of Justice Dept. Inquiry - The New York Times,0
405,Trump and Clinton Choice Impacting Global Markets,1
406,Chinese J-20 stealth fighter debuts in skies of Zhuhai,1
407,"Spain, Malta, under U.S./UK pressure, refuse to allow Russian carrier group to refuel in their ports",1
408,"Review: In Radiohead’s ‘A Moon Shaped Pool,’ Patient Perfectionism - The New York Times",0
409,This is the Man Militarized Police at Standing Rock are Working For,1
410,Woman Arrested On Own Property After Her Land Was Stolen By DAPL,1
411,Pulitzer Prizes: New York Times Wins 3 Daily News and ProPublica Share Public Service Award - The New York Times,0
412,"The Vanquished to Witness the Takeover: Bushes, Clintons Will Attend Donald Trump’s Inauguration - Breitbart",0
413,"Speculation Over Possible Obama Pardon of Edward Snowden, Bowe Bergdahl and Chelsea Manning - Breitbart",0
414,Cheesy Mashed Potatoes for the Soul - The New York Times,0
415,Unprincipled WaPo Editors Damned Comey Critics - Now Join Them,1
416,"A nation ‘WRECKED’ by immigration: A civil war is brewing as do-gooding Swedes turn against Muslim migrants’ violence, rapes and murders",1
417,"Man, 73, Shot Dead by Officer Had a Crucifix, Not a Gun, Police Say - The New York Times",0
418,Exclusive—Rep. Jim Jordan on Trump’s First 100 Days: ‘I Think We’re Off to a Great Start’ - Breitbart,0
419,Haley: Attack on Syria ’One of the President’s Finest Hours’ - Breitbart,0
420,Justin Bieber Defecates On Adoring Irish Fans From Hotel Window,1
421,WHO Cancer Agency Under Fire for withholding ‘carcinogenic glyphosate’ Documents,1
422,"Gianno Caldwell Claims Hillary Only Cares About Black Vote, Not Black Lives",1
423,ISIS Uses Ramadan as Calling for New Terrorist Attacks - The New York Times,0
424,’Daily Show’ Mocks ’Mahatma Blondie’ Megyn Kelly’s NBC Debut,0
425,Health Care Bill’s Failure: Just Part of the ’Art of the Deal’ - Breitbart,0
426,Lewandowski: Comey ’a Liar’ - Looking to Sign Major Book Deal - Breitbart,0
427,Kimberly Guilfoyle Discusses Potential White House Press Secretary Job in Interview,0
428,Clinton’s Campaign Chairman John Podesta Invited to an Occult ‘Spirit Cooking’ Dinner by Marina Abramović,1
429,"How the Obama Coalition Crumbled, Leaving an Opening for Trump - The New York Times",0
430,BREAKING : Soros Hiring Anti-Trump “Protesters” Once Again For Sunday Palos Verdes Event – TruthFeed,1
431,Pregnancy Changes the Brain in Ways That May Help Mothering - The New York Times,0
432,Refugee Manhunt After Family Found in Freezer in Denmark,1
433,Global markets turn red as Toblerone scandal unfolds,1
434,FEMA Opens Loan Window As Red Cross Tries To Shut Down Shelters,1
435,GaiaPortal: Interwebs of Gaia energetics are strengthened,1
436,"Scarborough: Trump Poops His Pants, Calls It ’Modern Art’ - Breitbart",0
437,"When Cooking, Invest Time. Or Work. Not Both. - The New York Times",0
438,Bad News For Jackson Family As Woman Leaks Star’s Sick $900k Sex Secret,1
439,"Gorsuch, London, Republican Party: Your Thursday Evening Briefing - The New York Times",0
440,"Emma Morano, Last Person Born in 1800s, Dies - Breitbart",0
441,Loserpalooza: 9 Craziest Scenes from Anti-Trump Protests - Breitbart,0
442,Racist Conservatives Cheer After Hannity Tells Obama To Go Back To Africa And Stay There,1
443,What Does a Trump Victory Mean for Africa?,1
444,News: Missed Opportunity: President Obama Just Found Out That He Was Allowed To Sleep In The White House After Years Of Living In A Hotel Near The Reagan Airport,1
445,Visions of Life on Mars in Earth’s Depths - The New York Times,0
446,"After Obama Cancels Talk, Rodrigo Duterte of Philippines Says He Regrets Slur - The New York Times",0
447,"New Jersey Will Increase Gas Tax 23¢, Ending Long Political Stalemate - The New York Times",0
448,ABC: Manchester Attack ’Likely to Inflame Anti-Islamic Sentiment’ - Breitbart,0
449,Hidden in plain sight – The global depopulation agenda,1
450,Voters Can Fight Back Against Election Fraud,1
451,The Jobs Americans Do - The New York Times,0
452,Sanders Asks Obama To Intervene In Dakota Access Pipeline Dispute,1
453,"Google Adds Jobs Section to Search Engine, Including Employer Ratings - Breitbart",0
454,Crying Jordan: The Meme That Just Won’t Die - The New York Times,0
455,Dem Rep Sánchez: Trump Has Used ’Fear’ of Muslims And Immigrants To Promote Policies That ’Undermine’ Our Values - Breitbart,0
456,Announcement by the Saker Community about the German Saker blog | The Vineyard of the Saker,1
457,Shooting Victims’ Families Watch as Gun Measures Stall Once Again - The New York Times,0
458,Images reveal crashed Schiaparelli Mars lander,1
459,Grassroots Coalition Shares ‘Many Questions and Concerns About Betsy DeVos’ with Senators,0
460,October 28: Daily Contrarian Reads,1
461,Trump at Inaugural Balls: ’Now the Work Begins ... We Are Not Playing Games’ - Breitbart,0
462,Trump’s Choice of Stephen Bannon Is Nod to Anti-Washington Base - The New York Times,0
463,Media Outrage over White House ’Exclusion’ is Fake News - Breitbart,0
464,Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine,1
465,Obama: Hillary Clinton Pardon Could Heal Divided Nation,1
466,Exceptional Handling,1
467,Nota conceptual para la presidencia de Rusia,1
468,Response of Philippines President to Fatal Blast Raises Fears - The New York Times,0
469,David Adjaye on Designing a Museum That Speaks a Different Language - The New York Times,0
470,BULLETIN: There ARE Righteous Jews For Trump!; Rule Or Ruin For GOP Establishment; etc.(60 ITEMS!),1
471,Hallowe'en - The Day of the Aos Si,1
472,Britain Reduces Terror Level One Notch to ‘Severe’ After Terror Cell Arrests,0
473,"Mute and Alone, He Was Never Short of Kind Words or Friends - The New York Times",0
474,Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe,1
475,All Brexit arguments settled by 0.5 per cent third-quarter growth,1
476,No Account for You,1
477,Watch: Muslim Student Claims that Non-Believers Will Be Killed in Islamic Countries - Breitbart,0
478,Yemen and YET another “False Flag” to Protect Saudi and US Interests in the Middle East | New Eastern Outlook,1
479,Over 500 Russian and Egyptian Troops Train to Kill Terrorists (Photos) - Boris Egorov,1
480,"Watch: Muslim ‘Palestinians’ Declare “We follow our Prophet Muhammad, we will kill all Christians and Jews”",1
481,Street dogs of Kerala call upon superdog Krypto to rescue them from humans,1
482,Israel Tracked ‘Anti-Government’ Journalists On Facebook,1
483,New Alaska Law Taking First Step Against Common Core,1
484,Key Baylor Football Executive DeMarko Butler Fired in Texting Scandal - Breitbart,0
485,Calgary Airport Arrivals YYC,1
486,George Michael Wrestled With Fame. Frank Sinatra Had Some Advice. - The New York Times,0
487,"Sharon Olds, Laureate of Sexuality, Scrutinizes the Body in ‘Odes’ - The New York Times",0
488,Blue Collar Election Shocks Liberal Media,1
489,Markets collapse as Donald Trump is projected to win,1
490,,1
491,‘They Will Have to Die Now’ - The New York Times,0
492,Казахстан на страже ядерной безопасности | Новое восточное обозрение,1
493,Police fire rubber bullets at pipeline protesters,1
494,Ann Coulter Hits Supposed ’Gay Icon’ Kathy Griffin on ISIS-Cribbed Antics,0
495,Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label,1
496,Ten Famous People on What to Read This Summer - The New York Times,0
497,SCANDAL: EPA could have issued an emergency order 7 months before...,1
498,Hillary Clinton KNEW 5 years ago Anthony Weiner was a Pedophile - Wikileaks,1
499,أوروبا وخيار القوة في مواجهة اللاجئين - RT Arabic,1
500,A $150 Million Stairway to Nowhere on the Far West Side - The New York Times,0
501,Cyber War  From Trifle to Catastrophe     : Information,1
502,President Putin Asks US To Stop Provoking Russia,1
503,Inquiries Cloud de Blasio’s Bid to Come Off as Strong Manager Before ’17 Race - The New York Times,0
504,"US Drone Strike In Afghanistan Kills, Wounds Several Civilians",1
505,"Bobby Hutcherson, Vibraphonist With Coloristic Range of Sound, Dies at 75 - The New York Times",0
506,Tourist helicopter crashes into house in Sochi. Video,1
507,Amnesty Advocates Boycott Agency Meetings When Pro-American Advocates Are Invited - Breitbart,0
508,"Project Veritas 4: Robert Creamer’s Illegal $20,000 Foreign Wire Transfer Caught On Tape",1
509,Ex-FLOTUS Michelle Obama: Trump Wants to Feed ’Crap’ to Your Kids,0
510,South Sudan Slides Closer to War as Gunfire Rumbles in Its Capital - The New York Times,0
511,Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,1
512,Alabama Declares State Of Emergency Over Pipeline Explosion,1
513,"“National Mood” Focus Group Reflects Angry, Divided America",1
514,ЕС намерен расширить санкции в отношении Сирии,1
515,Bankrupt Puerto Rico Voting on U.S. Statehood - Breitbart,0
516,Overwhelmed by ‘Brexit’? Here Are the Basics - The New York Times,0
517,Seattle’s Gay Mayor Accused of Sexually Molesting Teens in the 1980s - Breitbart,0
518,Gender Fluidity on the Runways - The New York Times,0
519,US NATO To Attack Putin Military Drills in Russia – World War 3 RED Alert Kopya,1
520,New Clinton Emails Came From Underage Sex Pest Anthony Weiner,1
521,"In a Montana Bear Attack, Lessons on Hope, Survival and First Aid - The New York Times",0
522,‘What Is Best About America’ - The New York Times,0
523,The Pecan Steps Off the Pie Plate - The New York Times,0
524,When Barack Obama Plagiarized ’Don’t Tell Me Words Don’t Matter’ - Breitbart,0
525,"Lower Back Ache? Be Active and Wait It Out, New Guidelines Say - The New York Times",0
526,"‘If I Sleep for an Hour, 30 People Will Die’ - The New York Times",0
527,"‘Veep’ Season 5, Episode 7: Do a Little Dance ... - The New York Times",0
528,"On ‘Dr. Oz,’ Trump Offers Placebo Transparency - The New York Times",0
529,Comment on Gold Medalist Wrestler Gets Violent with Police — All 7 Cops Choose Not to Engage in Deadly Force by Buck Rogers,1
530,One Year of Water in Orange County in Just Four Days - Breitbart,0
531,Doctors With Enemies: Did Afghan Forces Target the M.S.F. Hospital? - The New York Times,0
532,"2,700-year-old Hebrew mention of Jerusalem found",1
533,Spirit Cooking: The Most Disturbing Podesta Email Yet? (Warning: Graphic Content),1
534,Donald Trump’s Missteps Risk Putting a Ceiling Over His Support in Swing States - The New York Times,0
535,,1
536,Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,1
537,Officer Rescues Drowning Deer From Pool With Quick-Thinking,1
538,"Police: Suspects Punch Army Veteran, Steal His Service Dog Outside Home in the Bronx - Breitbart",0
539,Insurance Prices for Many Obamacare Customers Will Rise By Double Digits in 2017,1
540,YIKES! Megyn Kelly Receives RUDE AWAKENING- Reminded She’s REPLACEABLE!,1
541,,1
542,Iran Sending Elite IRGC Warfighters Into Europe And United States In Preparation For Battle,1
543,Hillary Endorsed Donald Trump for President According to Wikileaks,1
544,Woodward: Trump Dossier Is a ’Garbage Document’ - Intelligence Chiefs Should ’Apologize’ to Trump - Breitbart,0
545,Emmy Nominations 2016: Tracy Morgan on His Emotional Return to ‘Saturday Night Live’ - The New York Times,0
546,"Trump Picks Mick Mulvaney, South Carolina Congressman, as Budget Director - The New York Times",0
547,"Donald Trump, el primer presidente naranja de los Estados Unidos",1
548,Re: Why Did Attorney General Loretta Lynch Plead The Fifth?,1
549,Russia: U.S. Missile Defense ’Poses Deep Risk’ to Security of Asia,0
550,What Does Washington ‘Plan B’ in Syria Really Mean?,1
551,"Upset by Brexit, Some British Jews Look to Germany - The New York Times",0
552,"Girl Asks Her 20 Boyfriends To Each Give Her an iPhone, Uses The Money To Buy a House",1
553,"В МВД опровергли, что разыскивают 13-летнюю дочь Сердюкова",1
554,Amnesty International Slams Obama Gov for Killing 300 Civilians in Syria,1
555,,1
556,Finding His Flock: A Rural Writer’s Book Club - The New York Times,0
557,Venezuela crisis enters dangerous phase as Maduro foes go militant,1
558,Emigre Super Blocs Part VIII:The Quasi-Legal Coup-Hillary Clinton Information Operations In Election 2016,1
559,How Could You? 19 Questions to Ask Loved Ones Who Voted the Other Way - The New York Times,0
560,The BBC Asks – What Really Happened With the Clintons in Haiti?,1
561,Trump Picks Thomas Bossert as Top Counterterrorism Adviser - The New York Times,0
562,,1
563,Coming Unglued,1
564,"Trump Jr. Suspiciously Helps Arizona Woman Push Stalled Car, Uses It As A Photo Op (VIDEO)",1
565,Suicides by Chicago Police Officers Skyrocket,0
566,So you think SUVs are safe? Shocking video,1
567,,1
568,"20 People Tortured, Killed at Sufi Muslim Shrine in Pakistan",0
569,Comment on Architecture is More Than a Clever Arrangement of Bricks: This Man Transforms it Into a Healing Process by Architecture is More Than a Clever Arrangement of Bricks: This Man Transforms it Into a Healing Process - New Earth Media,1
570,Hybrid Wars 8. Strategies Against Africa – Introduction,1
571,Julian Assange to Speak Prerecorded RT Interview (11/5/16),1
572,Watch: Israel Loving Hollywood Actor Just Issued Major Plea To America In 3 Minutes That’ll Rock The Election,1
573,Le top des recherches Google passe en top des recherches Google >> Le Gorafi,1
574,"On ‘S.N.L.,’ Donald Trump Botches His ‘Independence Day’ Moment - The New York Times",0
575,Man who ‘doesn’t care’ about election acting like some sort of Buddha,1
576,"Exclusive: Congresswoman Marsha Blackburn Says, ‘Eliminate Net Neutrality to Preserve an Open Internet’ - Breitbart",0
577,How To Attach A Year-Round Greenhouse To Your Own Home,1
578,"SHERIFF CLARKE On Obama’s Final Days: “Obama’s Like A Tenant Who’s Been Evicted From A Property, And He’s Gonna Trash The Place On The Way Out The Door” [VIDEO]",1
579,45 Weird Bans on Women in Iran,1
580,,1
581,The End Game Closes In On The Clintons As The Deep State Turns,1
582,Does Trump Have a Fighting Chance Against the Establishment | New Eastern Outlook,1
583,"In Trade Stances Toward China, Clinton and Trump Both Signal a Chill - The New York Times",0
584,"Review: ‘The Secret Life of Pets’ Amuses, but Misses Opportunities - The New York Times",0
585,Компания Alibaba открыла вакансию кота,1
586,First case of demonetisation-related HIV after man has unprotected sex with an ATM machine,1
587,5 Things You Need to Know About the Dakota Access Pipeline Protests,1
588,Koch Brothers Battle to Prevent Dark Money Disclosure in South Dakota,1
589,"MILO Berkeley Event Evacuated as Masked Protesters Light Fires, Storm Venue - Breitbart",0
590,"""Authoritarianism"": How the West demonizes strong, popular leaders",1
591,Swedish Journo: Sweden Will Collapse Without Illegal Migrants,0
592,Is your promising internet career over now Vine is dead? Write for NewsBiscuit to cheer yourself up,1
593,"In Iowa, Trump Voters Are Unfazed by Controversies - The New York Times",0
594,Radical American-Grown Marxist Terror Group Just Made Announcement For January 20th | Conservative Daily Post,1
595,"Guardian Opinion Writer: Trump, Bannon Counting On Terrorist ’Massacre’",0
596,Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee,1
597,"Along Mosul’s Front Line, Desperate Civilians and Dug-In Troops and Fighters - The New York Times",0
598,"As Second Avenue Subway Opens, a Train Delay Ends in (Happy) Tears - The New York Times",0
599,71-Year-Old Cher Dons See-Through Top and Nipple Pasties at Billboard Awards,0
600,Report: Stopping Only Nine Percent of Illegal Alien Border Crossers Would Pay for Trump’s Border Wall - Breitbart,0
601,ICE Union Issues Final Warning to Voters,1
602,How an Elite New York Police Unit Rehearses for a Terrorist Attack - The New York Times,0
603,"Trump's Hollywood Star Vandal Outs Himself in Shameless New Video, Taunts Police Seeking Him Out",1
604,California Today: A View of San Francisco’s Leaning Tower From Space - The New York Times,0
605,"Matthews: Trump’s Speech What Putin Has Been Saying, ’America First’ Has ’Hitlerian Background’ - Breitbart",0
606,"Vladimir Putin at the Valdai International Discussion Club : «Shaping the World of Tomorrow», by Vladimir Putin",1
607,Chinese Social Media Rages over United Airlines Controversy - Breitbart,0
608,America Is Better Without Borders,1
609,"More Than ’Chaos’: Terror Ties Make Venezuela Direct Threat to USA, Former UN Security Council President Says - Breitbart",0
610,Rick Ross Documentary Video Doubles as Ad for Checkers - The New York Times,0
611,Oil has been spilling into the Pacific Ocean since last month and its being totally ignored,1
612,Podesta To Mills: “We Are Going To Have To Dump All Those Emails”,1
613,"Hillary Collapses On Her Way To The Stage, Sellout Bruce Springsteen Covers For Her – The Resistance: The Last Line of Defense",1
614,Those Who Thoughtlessly Disbelieve “Conspiracy Theories” Need To Read This,1
615,Dr. David Duke and Dr. Slattery Expose Hillary’s Treason and Why Trump & Duke will Win!,1
616,Russian frigate off Syrian cost blasts terrorist HQ with cruise missiles (VIDEO),1
617,"Hillary Clinton Liked Covert Action if It Stayed Covert, Transcript Shows - The New York Times",0
618,Accusing two young men in Al-Qatif,1
619,US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,1
620,Awakened Humanity Awaits Fully Scripted Ending As Controversial Election Day Nears,1
621,George Soros-Backed Climate March Brings Celebs to National Mall on Sweltering Saturday - Breitbart,0
622,"Edward Snowden’s Long, Strange Journey to Hollywood - The New York Times",0
623,The “Blacks For Trump” Man Once Belonged To A Murderous Cult,1
624,Bill Clinton’s Lover: He Called Ruthless Hillary ‘The Warden’,1
625,Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!,1
626,"Russia, Cina e Arabia Saudita domano l'egemonia del dollaro, di Ariel Noyola Rodríguez",1
627,"In Its Third Month, India’s Cash Shortage Begins to Bite - The New York Times",0
628,There’s Only One Trump Administration Position That’s Gaining Popularity And It’s Going To Shock You - Breitbart,0
629,Bill Clinton Said White Middle-class Life Expectancy Declined During Obama Years,1
630,Furious Eric Holder Just Issued A Dire Warning About Comey’s Partisan Smears,1
631,Memo to Trump: 'Action This Day!',1
632,Chaos and Desperation as Thousands Flee Aleppo Amid Government Advance - The New York Times,0
633,Wildfire Empties Fort McMurray in Alberta’s Oil Sands Region - The New York Times,0
634,PressTV-Russian warships flotilla off Syrian coast,1
635,Schumer: Sessions Should Be Investigated - He ’Seems To Be Violating’ His Recusal - Breitbart,0
636,"Amid Division, a March in Washington Seeks to Bring Women Together - The New York Times",0
637,"Zoe Saldana: Trump Won Because Hollywood ’Got Cocky, Became Arrogant Bullies’",0
638,‘Anti-Establishment’ Trump Plans to Appoint Goldman Sachs and George Soros Insiders,1
639,Do Cholesterol Drugs Have Men By Their Gonads?,1
640,"Trump: Flynn Treated ’Very Unfair’ by ’Fake Media,’ Illegal Leaks - Breitbart",0
641,"California Today: In Virtual Reality, Investigating the Trayvon Martin Case - The New York Times",0
642,"Nearly 8 Decades Later, an Apology for a Lynching in Georgia - The New York Times",0
643,Marcia Clark Finally Has a Moment to Savor at the Emmys - The New York Times,0
644,"In ‘Brexit’ Speech, Theresa May Outlines Clean Break for U.K. - The New York Times",0
645,A Man Who Hated Black Men Found a Victim Who Cared for Others - The New York Times,0
646,Michael Flynn Failed to Disclose Income From Russia-Linked Entities - The New York Times,0
647,US Supreme Court justice groped female lawyer in 1999: Report,1
648,Federal Judge Throws Out Convicted D.C. Sniper’s Four Life Sentences,0
649,"Donald Trump, Obama, Thanksgiving: Your Weekend Briefing - The New York Times",0
650,Очередная автоколонна МЧС с гуманитарной помощью направилась в Донбасс,1
651,The Crisis of the European Union Is Irreversible - Giancarlo Elia Valori,1
652,"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",1
653,Vine 2013-2016: celebrate the life and death of an app with these 12 clips,1
654,"Squatty Potty CEO: Griffin Image ’So Divisive and So Disturbing, You Don’t Have a Decision, Really’",0
655,11 Things To Let Go Of Before The New Year,1
656,Comment on MA police union posts pics of Hillary being arrested on Facebook by Dan,1
657,Koch Brothers Secretly Allied w. George Soros for Hillary Clinton,1
658,Trump Expands Search for His Secretary of State - The New York Times,0
659,"Teacher To 11 yr Old: 'I Can't Wait Until Trump Is Elected,He's Going To Deport All You Muslims'",1
660,"Cost, Not Choice, Is Top Concern of Health Insurance Customers - The New York Times",0
661,Shaq Announces Plan to Run for Sheriff in 2020 - Breitbart,0
662,Illegal Immigrants Crossing The Border To Vote,1
